#ProteinA	ProteinB	PDB_Code	evidence
P0CX51	Q3E7X9	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	P25443	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	P26783	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	P26786	3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	P32905	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	P33442	3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	P35997	3izb,3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	P38011	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	P38701	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	P39938	3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	P41057	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	P48589	3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	Q08745	3u5c,3u5g	MI:0114  x-ray crystallography
P0CX55	Q3E7X9	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
P0CX82	P0CX84	1s1i,2ww9,2wwa,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P0CX86	3izs,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P10664	3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P14120	3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P14126	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P17076	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P26321	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P26784	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P36105	3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P38061	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P41805	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P49166	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P49167	3izs,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	P87262	3izs,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	Q02326	3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	Q02753	1s1i,3izs,3o58,3o5h,3u5e,3u5i	MI:0114  x-ray crystallography
P0CX82	Q12690	3u5e,3u5i	MI:0114  x-ray crystallography
P0CX84	P0CX86	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	P10664	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	P14120	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	P14126	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	P17076	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	P26321	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	P26784	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	P36105	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	P38061	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	P41805	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	P49166	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	P49167	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	P87262	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	Q02326	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	Q02753	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX84	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	P10664	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	P14120	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	P14126	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	P17076	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	P26321	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	P26784	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	P36105	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	P38061	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	P41805	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	P49166	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	P49167	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	P87262	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	Q02326	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	Q02753	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P0CX86	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10149	Q9FBI2	1dm0	MI:0114  x-ray crystallography
P10175	P13183	1occ,1oco,1ocr,1ocz,1v54,1v55,2dyr,2dys,2eij,2eik,2eil,2eim,2ein,2occ,2y69,2ybb,2zxw,3abk,3abl,3abm,3ag1,3ag2,3ag3,3ag4,3asn,3aso	MI:0114  x-ray crystallography
P10175	P68530	1occ,1oco,1ocr,1ocz,1v54,1v55,2dyr,2dys,2eij,2eik,2eil,2eim,2ein,2occ,2y69,2ybb,2zxw,3abk,3abl,3abm,3ag1,3ag2,3ag3,3ag4,3asn,3aso	MI:0114  x-ray crystallography
P10175	P68553	2y69	MI:0114  x-ray crystallography
P10300	Q76740	3dmm	MI:0114  x-ray crystallography
P10619	P61769	3bp4,3bp7,3bxn	MI:0114  x-ray crystallography
P10664	P14120	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	P14126	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	P17076	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	P26321	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	P26784	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	P36105	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	P38061	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	P41805	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	P49166	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	P49167	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	P87262	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	Q02326	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	Q02753	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10664	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P10793	P12355	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P10793	P12355	2O01	MI:0114  x-ray crystallography
P10793	P12357	2O01,1YO9	MI:0114  x-ray crystallography
P10793	P12357	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P10793	P17227	2O01,1YO9	MI:0114  x-ray crystallography
P10793	P17227	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P10793	P17230	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P10793	P17230	2O01	MI:0114  x-ray crystallography
P10793	P20120	3lw5	MI:0114  x-ray crystallography
P10793	P22179	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P10793	P22179	2O01	MI:0114  x-ray crystallography
P10793	P36886	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P10793	Q01667	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P10793	Q32904	3lw5	MI:0114  x-ray crystallography
P10793	Q41038	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P10793	Q41385	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P10793	Q41385	2O01	MI:0114  x-ray crystallography
P10793	Q84U30	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P10793	Q84U30	2O01	MI:0114  x-ray crystallography
P10793	Q9SQL2	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P10793	Q9SY97	2o01	MI:0114  x-ray crystallography
P10824	P63212	1gg2,1gp2,2bcj,3ah8	MI:0114  x-ray crystallography
P10824	P63212	2BCJ,1GG2,1GP2	MI:0114  x-ray crystallography
P11076	P35604	3tjz	MI:0114  x-ray crystallography
P11077	P07939	1JMU,2CSE	MI:0114  x-ray crystallography, MI:0040 Electron cryomicroscopy
P11207	P62877	2hye	MI:0114  x-ray crystallography
P11207	P62877	2HYE	MI:0114  x-ray crystallography
P11209	Q5GIG0	1g2c	MI:0114  x-ray crystallography
P11474	Q6VAC1	3d24	MI:0114  x-ray crystallography
P11914	P17505	1hr9	MI:0114  x-ray crystallography
P11914	P17505	1HR9	MI:0114  x-ray crystallography
P12238	P12240	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12238	P12241	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12238	P12313	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12238	P19054	3a0b,3a0h	MI:0114  x-ray crystallography
P12238	P56152	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12239	P12240	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12239	P12241	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12239	P12313	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12239	P19054	3a0b,3a0h	MI:0114  x-ray crystallography
P12239	P56152	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12239	Q8DIN9	1izl	MI:0114  x-ray crystallography
P12239	Q8DIP0	1izl	MI:0114  x-ray crystallography
P12239	Q8DIQ1	1izl	MI:0114  x-ray crystallography
P12239	Q9F1K9	1izl	MI:0114  x-ray crystallography
P12240	P12241	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12240	P12313	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12240	P19054	3a0b,3a0h	MI:0114  x-ray crystallography
P12240	P56152	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12240	Q7DGD4	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12241	P19054	3a0b,3a0h	MI:0114  x-ray crystallography
P12241	P56152	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12241	Q7DGD4	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12307	Q8TCD2	1LGB	MI:0114  x-ray crystallography
P12313	P19054	3a0b,3a0h	MI:0114  x-ray crystallography
P12313	P56152	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12313	Q7DGD4	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
P12353	P12355	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12353	P12355	2O01	MI:0114  x-ray crystallography
P12353	P12357	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12353	P12357	2O01	MI:0114  x-ray crystallography
P12353	P17227	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12353	P17227	2O01	MI:0114  x-ray crystallography
P12353	P17230	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12353	P17230	2O01	MI:0114  x-ray crystallography
P12353	P22179	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12353	P22179	2O01	MI:0114  x-ray crystallography
P12353	P36886	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12353	Q01667	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12353	Q41038	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12353	Q84U30	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12353	Q84U30	2O01	MI:0114  x-ray crystallography
P12353	Q9SQL2	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12353	Q9SY97	2o01	MI:0114  x-ray crystallography
P12355	P12357	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12355	P12357	2O01	MI:0114  x-ray crystallography
P12355	P17227	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P12355	P17227	2O01	MI:0114  x-ray crystallography
P12355	P20120	3lw5	MI:0114  x-ray crystallography
P12355	P22179	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12355	P22179	2O01	MI:0114  x-ray crystallography
P12355	P36886	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12355	Q01667	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12355	Q32904	3lw5	MI:0114  x-ray crystallography
P12355	Q41038	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P12355	Q41385	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12355	Q41385	2O01	MI:0114  x-ray crystallography
P12355	Q84U30	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12355	Q84U30	2O01	MI:0114  x-ray crystallography
P12355	Q9SQL2	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P12355	Q9SY97	2o01	MI:0114  x-ray crystallography
P12357	P17227	2O01,1YO9	MI:0114  x-ray crystallography
P12357	P17227	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12357	P17230	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12357	P17230	2O01	MI:0114  x-ray crystallography
P12357	P22179	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12357	P22179	2O01	MI:0114  x-ray crystallography
P12357	P36886	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12357	Q01667	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12357	Q41038	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12357	Q41385	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12357	Q41385	2O01	MI:0114  x-ray crystallography
P12357	Q84U30	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12357	Q84U30	2O01	MI:0114  x-ray crystallography
P12357	Q9S831	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12357	Q9SQL2	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P12357	Q9SY97	2o01	MI:0114  x-ray crystallography
P12499	P61769	1e28,1p7q,1q94	MI:0114  x-ray crystallography
P12499	Q8NHL6	1p7q	MI:0114  x-ray crystallography
P12506	P56658	2bgn	MI:0114  x-ray crystallography
P12538	P24936	1vsz,3iyn	MI:0114  x-ray crystallography
P12901	P61769	1hhh	MI:0114  x-ray crystallography
P12977	P61769	1m05,1xr8	MI:0114  x-ray crystallography
P13183	P00430	2EIK,2EIM,2EIL,1OCZ,2ZXW,2OCC,2EIN,2DYS,1OCR,2EIJ,1V54,1OCC,2DYR,1V55,1OCO	MI:0114  x-ray crystallography
P13183	P10175	2EIK,2EIM,2EIL,1OCZ,2ZXW,2OCC,2EIN,2DYS,1OCR,2EIJ,1V54,1OCC,2DYR,1V55,1OCO	MI:0114  x-ray crystallography
P13271	P00130	1PP9,1NTK,1SQX,1NU1,1SQB,3BCC,1NTZ,2BCC,1BCC,1BGY,1L0L,1SQQ,2FYU,1BE3,1PPJ,1QCR,1L0N,1SQP,1NTM,1SQV,2A06	MI:0114  x-ray crystallography
P13271	P07552	1NTK,1SQX,1NU1,1SQB,1NTZ,1BGY,1L0L,1SQQ,2FYU,1BE3,1QCR,1L0N,1SQP,1NTM,1SQV	MI:0114  x-ray crystallography
P13271	P23004	1bcc,1be3,1bgy,1l0l,1l0n,1ntk,1ntm,1ntz,1nu1,1pp9,1ppj,1qcr,1sqb,1sqp,1sqq,1sqv,1sqx,2a06,2fyu,2ybb,3bcc	MI:0114  x-ray crystallography
P13272	P00126	1PP9,1NTK,1SQX,1NU1,1SQB,3BCC,1NTZ,2BCC,1BCC,1BGY,1L0L,1SQQ,2FYU,1BE3,1PPJ,1QCR,1L0N,1SQP,1NTM,1SQV,2A06	MI:0114  x-ray crystallography
P13272	P00129	1PP9,1NTK,1SQX,1NU1,1SQB,3BCC,1NTZ,2BCC,1BCC,1BGY,1L0L,1SQQ,2FYU,1BE3,1PPJ,1QCR,1L0N,1SQP,1NTM,1SQV,2A06	MI:0114  x-ray crystallography
P13285	P61769	1uxs,1uxw,3bvn,3rew	MI:0114  x-ray crystallography
P13619	P19483	2wss	MI:0114  x-ray crystallography
P13620	P13621	2wss,4b2q	MI:0114  x-ray crystallography
P13620	P19483	2wss	MI:0114  x-ray crystallography
P13664	Q51918	1ynt	MI:0114  x-ray crystallography
P13765	Q6ICR9	3usa,4i0p	MI:0114  x-ray crystallography
P13899	Q88487	1tme,1tmf	MI:0114  x-ray crystallography
P13899	Q88496	1tme	MI:0114  x-ray crystallography
P14079	P61769	1ao7,1hhk,2av1,2av7	MI:0114  x-ray crystallography
P14120	P14126	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14120	P17076	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14120	P26321	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14120	P26784	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14120	P36105	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14120	P38061	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14120	P41805	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14120	P49166	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14120	P49167	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14120	P87262	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14120	Q02326	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14120	Q02753	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14120	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14126	P17076	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14126	P26321	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14126	P26784	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14126	P36105	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14126	P38061	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14126	P41805	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14126	P49166	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14126	P49167	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14126	P87262	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14126	Q02326	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14126	Q02753	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14126	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P14784	P01589	2B5I,1ILM,2ERJ,1ILN	MI:0114  x-ray crystallography
P14784	Q13261	4gs7	MI:0114  x-ray crystallography
P15072	P87677	1fmd	MI:0114  x-ray crystallography
P15072	Q0QEE1	1fmd,1qgc	MI:0114  x-ray crystallography
P15072	Q65095	1fmd	MI:0114  x-ray crystallography
P15480	Q98VX2	1wce	MI:0114  x-ray crystallography
P15480	Q9WI42	1wce	MI:0114  x-ray crystallography
P15873	P38251	1sxj	MI:0114  x-ray crystallography
P15873	P40348	1sxj	MI:0114  x-ray crystallography
P16104	P61769	2d31,2dyp	MI:0114  x-ray crystallography
P16104	Q8N423	2dyp	MI:0114  x-ray crystallography
P16104	Q8N423	2DYP	MI:0114  x-ray crystallography
P16370	P29055	3k1f,3k7a,4bbr,4bbs	MI:0114  x-ray crystallography
P16370	Q04307	3qt1	MI:0114  x-ray crystallography
P16780	P61769	2esv	MI:0114  x-ray crystallography
P17076	P26321	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P17076	P26784	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P17076	P36105	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P17076	P38061	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P17076	P41805	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P17076	P49166	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P17076	P49167	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P17076	P87262	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P17076	Q02326	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P17076	Q02753	1s1i,3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P17076	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P17227	P17230	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17227	P17230	2O01	MI:0114  x-ray crystallography
P17227	P20120	3lw5	MI:0114  x-ray crystallography
P17227	P36886	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17227	Q01667	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17227	Q32904	3lw5	MI:0114  x-ray crystallography
P17227	Q41038	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P17227	Q84U30	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17227	Q84U30	2O01	MI:0114  x-ray crystallography
P17227	Q9S831	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17227	Q9SQL2	2o01,2wsc,2wse,2wsf,3lw5	MI:0114  x-ray crystallography
P17227	Q9SY97	2o01	MI:0114  x-ray crystallography
P17230	P22179	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17230	P36886	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17230	Q01667	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17230	Q41038	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17230	Q41385	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17230	Q41385	2O01	MI:0114  x-ray crystallography
P17230	Q84U30	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17230	Q84U30	2O01	MI:0114  x-ray crystallography
P17230	Q9S831	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17230	Q9SQL2	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
P17230	Q9SY97	2o01	MI:0114  x-ray crystallography
P17342	P23582	1jdp	MI:0114  x-ray crystallography
P17379	P22473	1uf2	MI:0114  x-ray crystallography
P17412	P17413	1e7p,1qlb,2bs2,2bs3,2bs4	MI:0114  x-ray crystallography
P17412	P17413	1E7P,2BS4,2BS3,1QLB,2BS2	MI:0114  x-ray crystallography
P17676	P01104	1H8A	MI:0114  x-ray crystallography
P17676	P06876	1H88,1H89	MI:0114  x-ray crystallography
P17676	Q03347	1HJB,1IO4	MI:0114  x-ray crystallography
P17676	Q08024	1IO4	MI:0114  x-ray crystallography
P18139	P61769	3bw9,3bwa	MI:0114  x-ray crystallography
P18525	P77921	1qle	MI:0114  x-ray crystallography
P18525	P98002	1ar1,1qle,3ehb	MI:0114  x-ray crystallography
P18531	P22289	1ezv,2ibz	MI:0114  x-ray crystallography
P18671	Q9S8T0	1ku8	MI:0114  x-ray crystallography
P18946	P00126	3BCC,1BCC,2BCC	MI:0114  x-ray crystallography
P18946	P00130	3BCC,1BCC,2BCC	MI:0114  x-ray crystallography
P18946	P23004	1bcc,3bcc	MI:0114  x-ray crystallography
P19054	P51765	3a0b,3a0h	MI:0114  x-ray crystallography
P19054	P56152	3a0b,3a0h	MI:0114  x-ray crystallography
P19221	O08675	2PUX	MI:0114  x-ray crystallography
P19221	O88634	2PV9	MI:0114  x-ray crystallography
P19483	P05630	2V7Q,1H8E,2JDI,1E79,2CK3	MI:0114  x-ray crystallography
P19483	P05632	2V7Q,1H8E,2JDI,1E79,2CK3	MI:0114  x-ray crystallography
P19483	P32876	2xnd	MI:0114  x-ray crystallography
P19483	P68699	1qo1	MI:0114  x-ray crystallography
P19505	P61769	3jts	MI:0114  x-ray crystallography
P19544	P61769	3hpj,3myj	MI:0114  x-ray crystallography
P19636	Q31Y40	3abo,3abq	MI:0114  x-ray crystallography
P19909	P57041	1qkz	MI:0114  x-ray crystallography
P19909	P57041	1QKZ	MI:0114  x-ray crystallography
P19909	Q9JPT2	1uwx	MI:0114  x-ray crystallography
P20120	Q32904	3lw5	MI:0114  x-ray crystallography
P20120	Q41038	3lw5	MI:0114  x-ray crystallography
P20120	Q9SQL2	3lw5	MI:0114  x-ray crystallography
P20433	P20434	1nt9,1pqv,1wcm,1y1v,1y1w,1y1y,1y77,2b63,2b8k,2ja5,2ja6,2ja7,2ja8,2r7z,2r92,2r93,2vum,3fki,3h3v,3hou,3hov,3how,3hox,3hoy,3hoz,3i4m,3i4n,3k1f,3po2,3po3,3qt1,4a3b,4a3c,4a3d,4a3e,4a3f,4a3g,4a3i,4a3j,4a3k,4a3l,4a3m,4a93,4bbr,4bbs	MI:0114  x-ray crystallography
P20433	P20436	1nt9,1pqv,1wcm,1y1v,1y1w,1y1y,1y77,2b63,2b8k,2ja5,2ja6,2ja7,2ja8,2r7z,2r92,2r93,2vum,3fki,3h3v,3hou,3hov,3how,3hox,3hoy,3hoz,3i4m,3i4n,3k1f,3po2,3po3,3qt1,4a3b,4a3c,4a3d,4a3e,4a3f,4a3g,4a3i,4a3j,4a3k,4a3l,4a3m,4a93,4bbr,4bbs	MI:0114  x-ray crystallography
